Date,ID_Joueur,Temps_Jeu,Victoires,Achats_Objets,Satisfaction,Région,Serveur,Latitude,Longitude
2023-01-02,1893,98.11688853457052,2,50,83.5,SA,Stable,49.47178773635014,-169.37038583332324
2023-01-17,1893,104.28887151331425,1,50,76.4,NA,Dégradé,-7.339571073387617,17.31401989824164
2023-01-09,1893,,0,0,88.7,SA,Stable,1.3301005450550605,-9.713927249174134
2023-01-30,1893,96.44046239210286,1,0,54.7,AF,Stable,-76.5896783589729,93.02466702966211
2023-01-12,1893,178.4688933434286,1,50,70.0,EU,Stable,-80.24911323295386,-139.39157035742235
2023-01-03,1893,142.06965430924106,1,0,62.0,NA,Stable,43.14081456480824,118.9441459787351
2023-01-11,1893,147.77712530183155,3,500,76.8,EU,Stable,-3.193359162945157,-154.0191055051483
2023-01-01,1893,155.31626362250745,1,100,73.4,AF,Stable,-73.86617391759381,124.11008797507151
2023-01-23,1893,175.02403693087172,1,0,72.5,AS,Stable,-46.645014338293656,18.46723432718548
2023-01-13,1893,,1,0,65.8,NA,Stable,31.920339829872063,-147.13602230653555
2023-01-15,1893,83.10350654140379,0,0,86.3,AF,Stable,0.8583547668019236,-168.85070579805029
2023-01-26,1893,95.88829017315945,1,50,74.1,,Stable,52.9769932781638,107.22172013733717
2023-01-05,1893,105.90810610531207,1,50,60.1,,Stable,-19.180687761490475,-65.83410596654986
2023-01-21,1893,110.98291828244253,1,0,77.4,OC,Stable,-69.28479066515321,160.24012380683763
2023-01-30,1893,106.59067341581877,1,100,79.8,AF,Hors-Ligne,-41.837048977780796,175.50133183012332
2023-01-17,1893,126.57926739396163,2,50,51.1,AS,Stable,-70.20800230535869,108.76571082282106
2023-01-25,1893,121.05886172235648,0,0,60.2,SA,Stable,-3.514626997238395,94.43195886779915
2023-01-23,1893,98.31495614465251,0,0,62.1,EU,Stable,-4.646697761060693,77.77690656027801
2023-01-24,1893,54.7335366903729,2,0,62.4,SA,Stable,-76.67759422064661,-108.42799758185458
2023-01-25,1893,90.21393883863905,3,0,61.9,EU,Stable,-55.530604975653176,-124.63439644436468
2023-01-06,1893,103.52284040062274,1,0,63.6,NA,Stable,84.57639473623948,-34.418508551994364
2023-01-28,1893,112.58761689576842,2,0,63.1,SA,Stable,87.02852001337203,160.27324343601742
2023-01-21,1893,86.10997622068389,0,200,94.2,AS,Stable,-28.324663525382064,-168.06056574130497
2023-01-22,1893,105.2758060051074,0,0,66.0,EU,Stable,-63.9616849457968,115.3993079915482
2023-01-11,1893,86.0703783454324,2,0,67.5,SA,Stable,-56.0907968108822,-31.75179112960268
2023-01-18,1099,116.22541945355,3,0,,EU,Stable,-75.34241519267502,-168.34533724203652
2023-01-04,1099,87.80726014912153,0,50,98.4,OC,Stable,-74.61134325314671,-115.80279660738314
2023-01-03,1099,94.53286030888606,0,50,76.8,OC,Stable,-55.26244352023912,173.24542127575825
2023-01-13,1099,80.73947607032582,0,100,80.5,SA,Stable,-5.3204342521230075,113.4625832446996
2023-01-23,1099,115.39497913290649,0,50,86.8,OC,Stable,38.316452920485176,118.12007484859976
2023-01-09,1099,94.00656690142804,2,0,66.7,AS,Stable,-61.55360835787896,17.638494104458147
2023-01-21,1099,147.20352800026288,1,0,98.4,SA,Dégradé,-14.950348846472167,-165.80098244323278
2023-01-06,1099,132.17550800078698,1,50,57.6,NA,Stable,-74.6041566155573,114.49553958243519
2023-01-26,1099,117.90444395449072,1,0,72.9,SA,Stable,21.893797172023113,-9.543958238341531
2023-01-30,1099,96.07543507968634,2,50,57.3,NA,Stable,-12.472168847354553,77.32039500463549
2023-01-28,1099,131.4156091594891,0,0,89.5,,Stable,53.88775186671734,88.47429795399182
2023-01-12,1099,140.72102668045912,1,100,55.4,SA,Stable,68.71996644091692,-165.4895553543538
2023-01-02,1099,124.28065236604891,3,0,77.7,AS,Stable,-46.19413708269436,-98.90259424229082
2023-01-03,1099,168.11105566400792,0,0,55.2,OC,Stable,-17.833785670327302,119.84914900770917
2023-01-03,1099,133.78911954224446,2,0,,AF,Stable,-0.48111767156704843,-3.1061397513026634
2023-01-28,1099,147.40821652704102,1,50,64.0,OC,Hors-Ligne,89.33374109215319,-168.55682493617735
2023-01-12,1099,,0,0,95.2,,Stable,74.82705601149064,165.31380954709192
2023-01-15,1099,,0,0,52.7,NA,Stable,84.58253198874908,42.5031082863203
2023-01-09,1099,96.09656301992474,1,0,82.5,,Stable,-6.469626423866174,-36.204404390602406
2023-01-23,1099,106.24804910361618,1,0,84.8,AS,Stable,89.92388864651187,144.2673119426072
2023-01-08,1099,130.4809066044714,1,0,94.4,NA,Stable,-84.19435348424169,-132.4540030498157
2023-01-11,1099,130.26298444672145,0,0,93.9,AF,Stable,84.19846109224102,170.83969026710048
2023-01-16,1099,135.22835468829743,1,100,98.9,EU,Stable,-55.369249403697616,-86.4810557924077
2023-01-26,1099,153.01178676836187,0,50,62.7,EU,Stable,86.18431386056591,21.81654219895148
2023-01-27,1099,77.25086484553763,1,0,63.7,SA,Stable,-8.124822854344586,114.48656951900375
2023-01-25,1099,90.76642357169112,1,0,69.9,AF,Dégradé,14.30444626331662,-84.39731318241863
2023-01-22,1099,126.8871792322276,1,0,76.9,AF,Stable,73.3318645268543,-75.21431375143673
2023-01-04,1099,98.26909104589618,0,0,68.4,AF,Dégradé,87.17208708561213,32.77669528268973
2023-01-28,1099,221.33304723868088,0,50,87.0,,Stable,-59.10783069234304,-153.43098455312207
2023-01-01,1099,135.47158857510408,0,0,50.4,EU,Stable,19.619534990617282,92.87739242277439
2023-01-24,1072,117.65007453209529,0,100,50.9,NA,Stable,34.71533823572821,-68.93038041326531
2023-01-07,1072,104.53592180748423,0,0,85.8,,Stable,37.47065025137377,164.3191448302826
2023-01-02,1072,105.59513150420867,1,0,94.2,NA,Stable,-52.15512553378248,-76.10718062223468
2023-01-24,1072,120.90421983945532,2,200,88.8,OC,Stable,-77.3966744048461,158.83529074247343
2023-01-28,1072,123.35945797863774,1,0,55.9,OC,Stable,-22.276646438615927,-139.21130166858825
2023-01-05,1072,106.29902565919461,1,0,96.7,EU,Stable,56.0945170343368,-35.77251753476526
2023-01-07,1072,,0,0,,EU,Stable,84.71474834928924,53.82588205315179
2023-01-04,1072,160.3285372570379,4,0,87.1,NA,Stable,-9.967783377910948,-85.88598473499549
2023-01-05,1072,161.53514887953102,0,0,60.1,SA,Stable,74.55850048892205,88.78291194282161
2023-01-24,1072,127.56101939804631,1,100,,NA,Stable,40.01561877595719,177.4569620373598
2023-01-01,1072,79.76220818289787,3,200,66.5,AF,Stable,-68.7611228401025,159.1994711604458
2023-01-01,1072,136.15509469917131,1,100,98.7,EU,Stable,-27.821263460885092,172.1840140510089
2023-01-15,1072,166.62847324833078,0,0,73.7,AF,Stable,43.98988299533539,-160.26029445818122
2023-01-20,1072,,1,500,87.8,SA,Dégradé,-9.4982662456964,37.7715557077907
2023-01-19,1072,142.03277558429002,0,50,80.2,AF,Stable,28.08391188371128,129.22862410500693
2023-01-29,1072,162.67268865857466,1,0,54.7,SA,Stable,46.73097516243507,134.59721206544202
2023-01-10,1072,121.60152817437066,1,0,77.1,EU,Stable,86.57860634449156,-4.599284133719152
2023-01-28,1072,138.84308909501115,2,50,77.0,NA,Stable,75.27332268139546,-175.84231451793758
2023-01-18,1072,99.5767330102446,0,50,85.8,AS,Stable,-28.03606148474477,96.62419538422904
2023-01-28,1072,128.76796368467137,2,0,66.1,EU,Dégradé,54.493819964547214,157.93938998147553
2023-01-03,1072,159.88602731911573,2,0,93.0,NA,Dégradé,-22.950242624488254,-178.4627674054417
2023-01-11,1072,102.31729765539328,0,500,81.1,AS,Stable,26.329462852229128,-164.2640741620073
2023-01-15,1072,94.1566971160714,1,0,52.0,AF,Stable,-78.9087187459668,98.53936487919634
2023-01-27,1072,122.9246681707109,1,0,85.3,OC,Stable,51.13328032984276,100.38490923707815
2023-01-30,1072,113.20013388828,1,200,95.3,OC,Stable,88.41240232312913,-104.2196913322591
2023-01-11,1072,139.4744316321126,0,0,84.2,OC,Stable,7.007001430016089,78.2643795887326
2023-01-17,1072,106.40221422158874,0,200,69.0,AS,Stable,77.85771520449944,137.92529300677205
2023-01-17,1072,171.55318846808143,2,50,79.5,SA,Stable,67.09019107629743,-87.2603986792855
2023-01-06,1072,81.30971706116833,0,0,58.6,OC,Stable,-87.92408755731248,-19.11119891366448
2023-01-05,1072,157.61204358659205,0,0,80.1,OC,Stable,-73.87327257808124,-4.970088015137577
2023-01-08,1526,97.0545231507569,2,0,75.0,SA,Dégradé,-11.461506843738306,-30.842204529095483
2023-01-02,1526,66.1205179624793,1,0,51.3,AS,Stable,-42.3885423327311,-62.505857276479375
2023-01-16,1526,127.13625469046602,1,50,66.1,AS,Stable,-17.57344950380252,176.159085428837
2023-01-20,1526,112.36176041958349,1,0,59.6,SA,Stable,1.9087860708528979,25.38050910914032
2023-01-24,1526,86.71171896290907,1,50,69.5,EU,Stable,-4.036535129823662,77.44203440177643
2023-01-12,1526,69.55869324854208,1,50,62.1,SA,Hors-Ligne,-60.78120535666223,-141.62386167901937
2023-01-06,1526,,4,0,91.7,NA,Stable,-63.28483580291252,3.4214559959858377
2023-01-01,1526,149.27510674871453,0,500,84.9,NA,Stable,-15.551430226172371,142.58597875596348
2023-01-04,1526,137.54860479259332,0,50,87.0,EU,Stable,34.36434858488413,76.76978317099378
2023-01-17,1526,,0,200,68.0,AF,Hors-Ligne,16.430293495613952,-79.23860428074936
2023-01-13,1526,134.36542719653204,1,0,50.2,EU,Hors-Ligne,-74.51692739967925,123.42549967777126
2023-01-18,1526,119.18357602866429,1,50,61.0,NA,Stable,-39.10344454215301,-161.1436634948051
2023-01-05,1526,77.10827270908887,0,0,87.8,SA,Stable,-15.36168677883721,174.77821945787093
2023-01-30,1526,77.3731804432967,1,200,80.1,AS,Stable,-30.16643336504623,92.79846285220913
2023-01-24,1526,113.90494413045964,0,0,76.9,NA,Dégradé,-9.542003716461437,162.3233434025729
2023-01-24,1526,115.18040140901776,1,0,64.0,SA,Dégradé,-10.99605099437268,127.92831894165727
2023-01-27,1526,145.52948035520296,4,0,53.8,AF,Dégradé,59.9266210240508,97.60680626569115
2023-01-03,1526,142.71912671324242,1,0,89.2,,Stable,60.17651219272585,-20.761141189612033
2023-01-11,1526,138.15399047276847,0,0,51.9,AS,Stable,79.19277001312511,110.72275659071016
2023-01-13,1526,111.59151860768458,0,0,53.0,AF,Stable,4.257780409823553,-152.64890754883842
2023-01-04,1526,78.5804348966958,0,100,64.7,NA,Dégradé,-40.244056824954995,-97.83619762478963
2023-01-26,1526,,2,0,78.6,NA,Stable,34.558218712447896,139.49727218981542
2023-01-27,1526,135.75507939786505,1,0,99.6,AS,Stable,47.551040779238804,71.67110570034546
2023-01-14,1526,48.344056125669425,4,100,54.5,OC,Stable,-27.213298203233627,-112.91584570312857
2023-01-22,1526,94.96985440252013,2,0,73.7,,Stable,58.41713924615533,-30.408153693397708
2023-01-11,1526,99.26836867818312,1,500,80.1,NA,Stable,34.934092589664175,76.82330106983073
2023-01-27,1526,,2,0,91.2,NA,Stable,84.64446829683868,106.66832125220492
2023-01-10,1526,95.89918701702918,2,0,84.5,EU,Stable,-27.845739154166097,122.55283279090855
2023-01-19,1526,118.85596293526079,0,0,90.4,EU,Stable,76.05600519594137,-126.73271002045834
2023-01-18,1526,113.68395178941024,1,500,76.1,AS,Stable,-27.426229479475516,-177.5486766010758
2023-01-06,1804,115.22551585386816,1,100,,SA,Stable,65.96866639880062,-131.59742094120594
2023-01-27,1804,98.50817118897761,1,100,80.9,AF,Stable,-30.983807957168708,-2.7876695827751803
2023-01-29,1804,100.83044837799967,0,0,95.0,EU,Stable,73.54338882961426,151.83130797943664
2023-01-15,1804,87.59198820657922,0,500,77.5,AS,Dégradé,-86.95849656369991,-110.23840665922323
2023-01-21,1804,131.40202321721495,0,200,80.3,EU,Dégradé,-17.08251034766289,97.68810693379692
2023-01-30,1804,137.13307885774105,0,0,66.9,AF,Stable,-80.97518369442516,64.38776611153045
2023-01-10,1804,96.88146149623984,3,50,79.8,SA,Stable,-16.655607127756085,166.97521028490468
2023-01-05,1804,165.61920288051135,1,500,81.4,EU,Stable,-14.096940625876542,-75.30667829564862
2023-01-26,1804,110.56195657673854,1,0,87.7,OC,Dégradé,73.40981139502736,66.92772158231858
2023-01-29,1804,165.90556871389683,1,0,78.6,SA,Stable,53.9598790618341,-169.3594039937786
2023-01-05,1804,100.7361847850519,1,100,59.9,SA,Stable,-42.021881189398336,-93.55214940546094
2023-01-10,1804,59.202666702016934,4,0,79.1,EU,Stable,60.34761146451544,45.103144109833266
2023-01-28,1804,132.06593474737053,1,500,64.9,,Stable,-57.33399718372547,169.38451905081433
2023-01-05,1804,127.45635315356962,2,0,54.4,EU,Stable,34.647566948613076,-36.333801909786104
2023-01-03,1804,121.0318138592275,1,0,91.3,NA,Dégradé,-40.07125538827477,59.1671887688027
2023-01-23,1804,100.73302564668032,2,0,53.3,NA,Dégradé,84.04461665380961,-153.50877137910382
2023-01-06,1804,118.96283323542544,2,50,81.6,SA,Stable,78.05820635466011,-175.89954208464877
2023-01-04,1804,104.66221626391417,3,0,99.4,NA,Stable,-35.676158211802004,-125.97271957877157
2023-01-18,1804,110.92951301004749,0,0,54.4,NA,Stable,-84.70833368193072,29.307053714929367
2023-01-28,1804,145.24896767295226,0,0,61.0,NA,Stable,26.51636945510424,111.47241044596592
2023-01-09,1804,125.52651688590281,0,50,88.0,AF,Stable,-60.71231441646092,-49.327907605550564
2023-01-17,1804,138.2985416199593,1,500,54.8,OC,Dégradé,-68.84240147554252,72.13426660987528
2023-01-29,1804,113.0439448012263,1,50,91.6,NA,Dégradé,73.29590894292392,-8.470922637552519
2023-01-13,1804,109.73947962585675,0,50,50.0,AF,Stable,11.466281255134518,114.57845724624156
2023-01-27,1804,85.3955240733407,2,0,94.5,NA,Stable,78.11905656873245,-142.53013094669066
2023-01-15,1804,108.89890162295409,0,0,53.3,OC,Stable,-42.38055851757369,30.258390547454354
2023-01-30,1804,30.0,2,0,96.1,EU,Stable,-30.21472287864372,155.35361287090205
2023-01-20,1804,102.29334101083096,0,50,93.2,SA,Stable,78.62137055865617,-148.1100484833772
2023-01-17,1804,117.54377468427482,1,100,77.0,AS,Stable,-9.799556541586867,-85.2722518529558
2023-01-13,1804,136.91020962810467,1,50,88.9,EU,Stable,-47.89014858031528,-81.66794857615866
2023-01-16,1703,111.93966367425129,1,500,53.7,OC,Stable,-15.268573237535904,55.0325423850779
2023-01-22,1703,130.43020626734997,0,100,56.8,OC,Stable,-26.815229005365865,101.24138995528097
2023-01-04,1703,54.60634015829264,2,0,68.5,SA,Stable,51.78666793170561,50.31666059694581
2023-01-05,1703,118.29489443379151,1,0,76.9,NA,Stable,-16.00979664968594,-18.864467195761478
2023-01-05,1703,69.6149162125979,2,200,93.4,AS,Dégradé,-76.13699720936638,-89.80917359316906
2023-01-09,1703,83.75089453022002,2,200,77.1,AS,Stable,19.006414370675827,154.41244908213525
2023-01-17,1703,114.38503356408417,1,0,83.3,AS,Dégradé,69.96803745329103,-114.74026339969834
2023-01-13,1703,158.28791963620662,3,50,84.0,,Stable,74.31202269566117,96.90873561693951
2023-01-02,1703,131.13620290410176,2,0,93.9,OC,Stable,-3.199187733952911,-123.48928438214827
2023-01-13,1703,120.54692991411352,4,0,88.8,AS,Stable,-87.6396351212843,-27.773349763601374
2023-01-22,1703,119.41408831598693,2,100,98.9,AF,Stable,18.110898174873995,-71.51636411664461
2023-01-21,1703,98.59113320386598,2,200,51.0,AS,Dégradé,-5.79926975959367,-76.57607285937216
2023-01-27,1703,103.6804975988195,1,0,60.4,NA,Stable,79.47488544396694,-69.83391534845437
2023-01-23,1703,132.8212813641239,0,0,96.5,EU,Stable,69.46696153703772,117.13192789001408
2023-01-19,1703,78.43918444666517,3,100,89.6,AF,Stable,71.94503470058473,-96.51155302353106
2023-01-03,1703,137.79162150849064,2,0,63.4,,Dégradé,50.896263849111875,-98.91735770269592
2023-01-10,1703,108.34478798643441,0,0,98.7,OC,Stable,-45.03853885434649,-60.3317634884519
2023-01-02,1703,144.76671224608697,1,0,93.5,SA,Stable,13.757361742757979,53.98542113464583
2023-01-13,1703,148.8328037169625,1,0,53.2,NA,Dégradé,62.30032916820147,19.454238816219743
2023-01-19,1703,69.8074796248278,1,50,90.6,NA,Stable,51.55365000611397,-27.107596155839303
2023-01-26,1703,102.55257710318347,0,0,89.2,NA,Dégradé,58.282105350281284,158.28384857006677
2023-01-17,1703,94.33416936178129,0,0,61.1,AS,Stable,-4.036346964919218,-118.13562261986269
2023-01-21,1703,65.61816104780571,2,200,83.5,SA,Hors-Ligne,-42.16473236202491,-136.66740882694646
2023-01-14,1703,89.02400171371768,1,500,98.5,,Stable,-78.64733184102363,-116.41578262455671
2023-01-12,1703,193.2376753579602,1,0,83.8,OC,Dégradé,-39.87103724543709,38.217755481658
2023-01-21,1703,138.2852968863732,2,0,90.7,EU,Stable,-86.48627840153146,103.9421257064634
2023-01-12,1703,177.51863905817262,2,0,55.0,AF,Stable,-31.23270385637833,88.28425052366845
2023-01-11,1703,144.87295320055006,0,0,86.4,NA,Stable,81.45083728973415,147.78780764399693
2023-01-07,1703,97.74470516974574,0,0,60.2,SA,Stable,-41.83462441806308,83.66764560693855
2023-01-04,1703,108.5468640997787,1,0,53.6,EU,Stable,77.45821843930764,179.93008153704687
2023-01-19,1290,137.65308540720923,2,200,77.6,EU,Stable,85.10350627735772,17.807745005502113
2023-01-01,1290,133.1251861041911,0,500,87.5,NA,Stable,-71.4879217293545,178.14709186783153
2023-01-28,1290,102.67973952874999,1,100,77.3,AF,Stable,56.10919840772277,13.498185499408805
2023-01-24,1290,74.7002048826238,2,50,96.6,AF,Stable,80.78816414377289,-150.94519370789527
2023-01-29,1290,218.63283562166217,3,50,84.8,NA,Stable,-52.14819090208223,109.59693476513877
2023-01-03,1290,115.76550982971582,1,0,55.9,EU,Stable,-20.690268543697968,138.98700915216938
2023-01-13,1290,110.2278332045214,0,0,96.7,AF,Dégradé,60.83639926624775,-18.644745697645277
2023-01-15,1290,123.40003391715905,0,50,57.6,EU,Hors-Ligne,-64.68525579731616,-126.41129039643096
2023-01-02,1290,112.71814232066914,0,50,87.9,AS,Stable,10.804645245983778,157.2558357995274
2023-01-11,1290,,0,0,57.4,SA,Stable,-46.54580853372372,144.45167336151115
2023-01-04,1290,,1,0,99.9,NA,Stable,47.71443024379195,-85.35671789200211
2023-01-19,1290,116.26354560940729,1,500,,OC,Stable,21.372346511043503,-118.72764288240597
2023-01-29,1290,85.11868682016716,0,0,74.8,OC,Stable,21.181142651007093,-146.26789117550638
2023-01-17,1290,115.15068616564167,2,0,73.3,NA,Stable,74.91913184248477,-100.25080929532008
2023-01-03,1290,106.06794655770267,1,0,55.1,AF,Stable,31.03533368708986,116.73785925814184
2023-01-28,1290,162.71696811740554,1,0,74.7,SA,Stable,-63.47896863551523,29.875648954970274
2023-01-18,1290,155.1335719421271,4,0,57.5,AF,Stable,-58.687745240954385,-6.072094735045425
2023-01-08,1290,123.22575001292397,1,0,90.1,OC,Stable,-40.56828469042264,143.65362943597313
2023-01-22,1290,81.63792435542231,3,50,97.9,AS,Dégradé,-83.17039063900152,-57.007822316891705
2023-01-25,1290,83.22323209680162,0,0,90.4,NA,Dégradé,-24.293934445267553,-12.119885588133911
2023-01-24,1290,120.4536978475366,0,50,71.6,OC,Stable,-21.077274778517392,163.66289122923786
2023-01-26,1290,,1,0,50.1,OC,Stable,37.70463677625597,-80.4549300295336
2023-01-19,1290,108.76131542021835,1,0,51.8,AF,Stable,-30.925567259836562,69.1550358305893
2023-01-05,1290,105.59491247378297,0,100,,NA,Stable,64.17567298108011,-119.50931876398708
2023-01-07,1290,102.21602300464059,1,50,84.0,SA,Dégradé,-20.844431697060358,19.583312877512043
2023-01-21,1290,119.29818119268161,0,50,91.0,AF,Stable,89.88791696022341,126.50544312514342
2023-01-08,1290,48.51712943780805,1,0,80.0,,Stable,-4.486278135465454,-72.57366535946763
2023-01-28,1290,,1,0,98.9,EU,Stable,69.73306441949126,-116.73540632614106
2023-01-05,1290,101.18847463657949,1,100,74.7,OC,Stable,-50.2452475250563,134.87907402647045
2023-01-17,1290,156.2250958485576,1,0,80.0,EU,Stable,-89.37144930494917,-115.48963943089738
2023-01-05,1155,95.58559074213213,4,100,61.5,SA,Stable,2.3578964722945983,146.87725753152915
2023-01-04,1155,125.41404425493619,1,0,67.0,EU,Hors-Ligne,2.6837476039649317,80.5437681958872
2023-01-22,1155,126.79628252792988,4,50,84.2,SA,Stable,81.89763703385421,-118.32090042495804
2023-01-19,1155,158.93749516982285,0,50,80.1,NA,Stable,-54.84785175147231,142.8542574553386
2023-01-27,1155,157.8773222089245,1,0,68.5,AS,Stable,-54.513360848342415,-91.14850940259959
2023-01-21,1155,118.27491093615251,1,0,55.6,AS,Stable,-14.499010757455352,-87.90656249849357
2023-01-02,1155,105.73545776431672,2,50,67.1,NA,Stable,3.17248337824833,92.5583497446923
2023-01-11,1155,100.08500691522929,2,100,52.2,AF,Stable,25.52510292678808,42.0111000779267
2023-01-22,1155,112.76810332602658,2,0,79.0,OC,Stable,-36.94115190922568,118.30428782505402
2023-01-13,1155,106.978999370292,0,0,66.2,SA,Stable,-42.31115791229473,-38.067660927948964
2023-01-15,1155,136.60882228074695,2,0,69.0,EU,Dégradé,61.28785976865217,81.55997040810087
2023-01-12,1155,132.60929452455613,0,0,78.8,AS,Dégradé,-0.8717255181016839,18.585997076391465
2023-01-22,1155,137.75403573435048,0,0,79.1,EU,Stable,77.6768953296932,6.731915181261712
2023-01-21,1155,157.77851134308506,0,200,79.4,EU,Stable,33.01406743081594,46.70273545294259
2023-01-22,1155,175.8860736420053,1,0,74.6,EU,Stable,-78.75950702269456,148.27416728235096
2023-01-11,1155,123.73990180222671,2,200,74.4,AF,Dégradé,-70.69600483331864,46.53536279969583
2023-01-07,1155,152.9839131418696,0,100,91.1,OC,Dégradé,66.52306311935757,16.268639154767698
2023-01-28,1155,109.45019448497355,0,0,73.4,AS,Dégradé,-52.082971751994265,174.48308866909804
2023-01-05,1155,155.55020950749048,1,0,76.8,EU,Stable,-59.76333582689241,118.42325666340741
2023-01-17,1155,151.8452747152753,4,100,99.4,EU,Dégradé,69.77511614591845,-175.34205563426968
2023-01-24,1155,,1,0,59.1,AF,Stable,81.80568697929385,-94.26988951570908
2023-01-20,1155,122.82209523574572,1,0,86.3,AS,Stable,27.42096605103714,-22.702842919532145
2023-01-09,1155,99.94925508027333,1,200,73.7,AF,Stable,-71.71609928751681,-20.899506090255244
2023-01-14,1155,78.1641468640357,2,0,91.5,,Stable,-86.02513328587747,163.18741679970742
2023-01-26,1155,118.79888377436703,4,0,70.2,SA,Stable,17.78915194288936,-71.66234949114579
2023-01-12,1155,165.99037626747548,1,0,65.1,AS,Stable,-79.3889383887232,169.2304601865972
2023-01-06,1155,110.7046529590778,1,100,60.4,EU,Stable,8.685488455788786,-168.1260504094344
2023-01-17,1155,143.55379756380165,2,0,93.6,OC,Stable,-17.670896094220822,145.48181273315674
2023-01-19,1155,145.31854201556794,4,0,85.9,AF,Stable,-84.12113078243438,49.49903826210442
2023-01-19,1155,111.48941337218481,0,0,53.8,SA,Dégradé,81.7244803811889,-32.55267543628008
2023-01-26,1549,159.49034512558558,1,100,85.7,AF,Stable,-88.39115718320457,176.48662233599987
2023-01-16,1549,32.740177665584895,2,50,51.8,NA,Dégradé,-26.249480448446086,179.2427030605329
2023-01-12,1549,83.31749163785474,1,0,59.1,OC,Stable,55.01459022155473,-28.833588138368896
2023-01-12,1549,92.53103110924621,1,50,79.6,NA,Stable,85.40663370820414,-110.39085753905692
2023-01-20,1549,95.40854931397831,1,0,73.2,NA,Stable,-81.87032239946637,-15.577233090851905
2023-01-06,1549,130.08788853557687,0,0,92.0,EU,Stable,81.13992884889575,119.82180033786426
2023-01-23,1549,128.70113409161706,1,500,80.4,SA,Stable,-29.436221661972276,73.50787431878919
2023-01-26,1549,131.81971716525024,4,0,98.2,,Stable,-61.47477506191164,-158.76236350196461
2023-01-04,1549,137.8824448239746,1,500,92.8,EU,Stable,58.254754817388346,-99.79377098224258
2023-01-06,1549,91.49686292563052,2,50,67.0,,Dégradé,25.66909573660446,-12.25995129625096
2023-01-11,1549,83.45471799578044,2,0,91.7,AF,Stable,-72.13411920043345,165.04364458814945
2023-01-01,1549,131.8895904602359,1,50,93.5,NA,Stable,21.30169468333183,42.04646700562273
2023-01-30,1549,101.09303779060683,2,0,98.5,EU,Stable,56.987799321904646,-161.7622405222229
2023-01-24,1549,72.88574863896088,0,0,50.6,OC,Stable,8.816529417169946,-41.91613962477632
2023-01-23,1549,149.14032853624445,1,50,93.7,OC,Stable,-28.324936976765038,146.43518157260638
2023-01-15,1549,161.8530571950689,1,100,53.5,AF,Stable,-51.51334453438356,2.13609877675907
2023-01-27,1549,166.7148266909598,1,0,76.4,NA,Stable,45.09223408440951,-145.05683981099926
2023-01-11,1549,125.61023164424161,0,100,70.7,AF,Stable,-18.148093390249585,35.451974117199086
2023-01-25,1549,138.77796287918707,0,200,96.0,AF,Stable,59.74824590941424,63.892957053093
2023-01-19,1549,161.09604670085733,0,0,70.3,,Stable,47.55321542149386,90.9810766891016
2023-01-18,1549,100.75752629929697,1,100,79.8,EU,Stable,45.43377789512303,-59.14229728765521
2023-01-17,1549,,4,0,84.6,SA,Stable,52.90918597871706,72.35332243019741
2023-01-19,1549,128.26188702429627,4,0,51.0,OC,Stable,10.012012551965512,-64.73852650613307
2023-01-21,1549,147.41134957027774,0,500,79.5,EU,Stable,50.32823673347778,7.318694204654463
2023-01-14,1549,125.58279062627805,1,0,75.9,AF,Stable,68.18215610970972,-172.97827119108834
2023-01-27,1549,158.88770129244006,0,50,79.7,SA,Stable,-35.82660975722051,62.678526023311605
2023-01-18,1549,126.70571287624611,1,0,53.8,NA,Stable,-44.67814776737047,-43.79203364810263
2023-01-28,1549,75.48062821597748,2,0,52.8,AF,Stable,-7.421085592319983,73.80576307365635
2023-01-19,1549,163.55779896944165,3,50,58.9,SA,Hors-Ligne,9.502880319355228,167.17187814568632
2023-01-15,1549,91.57407777083664,0,0,93.5,NA,Stable,-84.93494326406564,-150.8112686494824
2023-01-15,1488,157.59174630731744,0,0,67.8,AF,Stable,-57.279745553657214,129.3865240425411
2023-01-04,1488,117.29271355679033,0,200,71.7,OC,Dégradé,-85.99773380824756,-96.26556045988758
2023-01-07,1488,155.2803295559312,1,500,69.5,AS,Stable,11.106947163552519,-92.82692152424244
2023-01-13,1488,154.04305844600296,2,0,85.7,AS,Dégradé,48.801177512740026,-98.628559584041
2023-01-03,1488,132.90428922946114,1,0,63.0,OC,Stable,58.7650051898884,-130.4909201937256
2023-01-16,1488,135.25605952881392,2,0,,SA,Stable,10.52022705310118,-109.39792006499025
2023-01-09,1488,132.67885851577697,1,100,68.9,AS,Stable,-82.59347507115557,87.26311381246552
2023-01-08,1488,59.585257311567666,0,0,86.4,AF,Stable,16.33032333254141,96.64359332955695
2023-01-20,1488,123.54990656694606,0,0,95.7,NA,Stable,-18.114996326619917,166.0507529729437
2023-01-13,1488,86.51807471784315,0,100,52.5,OC,Dégradé,62.78858844088228,-142.64234881070243
2023-01-17,1488,125.13561431236988,2,0,90.5,EU,Stable,-16.81930810181622,-125.79262868773554
2023-01-17,1488,85.71172360850353,2,0,53.3,AS,Stable,39.27727295697537,138.6503771537595
2023-01-17,1488,84.45144176321776,2,0,66.5,SA,Dégradé,-54.94662540076922,23.24940941645437
2023-01-01,1488,168.14803505261705,0,100,51.1,OC,Stable,76.20359364275191,16.262638349000014
